CenterX_PreNear_CH0,CenterY_PreNear_CH0,CenterX_PreFar_CH0,CenterY_PreFar_CH0,CenterX_PostNear_CH0,CenterY_PostNear_CH0,CenterX_PostFar_CH0,CenterY_PostFar_CH0,BeamSize_PostCureFar_CH0,R_preX_CH0,R_preY_CH0,R_postX_CH0,R_postY_CH0,AutoFindBeam_CH0
317.1514,242.5639,314.7917,242.5591,322.8793,238.4925,326.1187,237.9821,15828,-2.359693,-0.004849,3.239413,-0.510426,0
320.8893,239.4946,321.858,239.5893,317.7391,240.2885,304.9243,244.6679,11221,0.968726,0.094682,-12.81474,4.379441,0
318.4639,235.4202,319.9613,236.5952,321.2477,232.2565,327.6219,226.5629,21925,1.497427,1.175039,6.37421,-5.693631,0
313.8382,241.4666,315.9955,239.9775,326.0085,235.1916,341.3593,228.3161,19388,2.157327,-1.489092,15.35084,-6.875497,0
317.0843,245.2893,319.7579,243.1778,320.7419,245.4367,339.7754,245.495,13154,2.673581,-2.111514,19.03357,0.058289,0
314.0601,238.0834,314.814,236.8702,316.1787,241.4772,304.9583,244.8797,16494,0.753927,-1.213199,-11.22035,3.402399,0
317.1248,244.4568,315.3665,242.2538,317.6718,242.3553,317.6357,245.6426,17436,-1.758259,-2.203032,-0.0362,3.287264,0
318.4852,238.6192,319.1348,241.399,317.3798,239.3911,313.3957,246.0021,15028,0.649646,2.779809,-3.984113,6.611017,0
314.8428,245.6643,314.6622,247.6953,319.1161,238.3907,317.8338,233.3195,19432,-0.180616,2.030927,-1.282286,-5.071225,0
310.4613,246.005,310.1035,244.1644,319.4881,234.0452,309.7563,228.8971,14559,-0.357847,-1.840666,-9.731807,-5.148135,0
319.7741,239.7668,320.3565,242.2403,323.4083,240.1872,342.0104,242.9257,12547,0.58244,2.473503,18.60202,2.738484,0
316.5876,239.8204,317.4613,240.9886,319.0464,242.6285,317.0532,247.7487,12871,0.87371,1.168173,-1.993185,5.120187,0
327.3711,249.0994,328.2994,246.3734,327.9035,246.6806,329.7131,249.2555,15833,0.928326,-2.726059,1.809564,2.574836,0
308.7896,242.4199,306.1394,241.5845,318.891,238.6818,332.2281,243.0607,21791,-2.650229,-0.835484,13.33706,4.378839,0
319.8232,233.9729,317.9698,236.0345,320.7756,230.6053,323.8918,231.6828,18104,-1.853415,2.061646,3.116197,1.077524,0
310.7585,237.8473,309.2061,237.9916,311.8996,240.6675,299.0383,241.7281,14486,-1.55236,0.144284,-12.86126,1.060599,0
319.6758,237.9448,320.4857,240.8003,315.3763,239.9709,298.7091,249.0549,11892,0.809903,2.855494,-16.6672,9.084046,0
321.2654,243.8548,320.6253,240.8584,323.2564,238.4221,320.0239,239.3432,19627,-0.640129,-2.996413,-3.232544,0.921149,0
308.2458,252.577,308.5358,251.1693,315.4404,242.714,292.7395,251.1128,14299,0.289932,-1.407719,-22.70091,8.398831,0
323.5898,245.0307,323.0261,244.3116,323.6915,243.3374,323.4178,249.4258,15989,-0.563719,-0.719045,-0.273749,6.088418,0
319.6923,238.5435,320.5431,240.9577,316.0166,240.7509,301.9096,249.0061,14535,0.850825,2.414272,-14.10699,8.255218,0
317.5947,239.2857,319.8028,240.6575,320.7415,236.5398,329.6222,234.5282,16938,2.208028,1.371802,8.880696,-2.011656,0
315.5209,244.026,318.1172,241.5436,319.0906,244.056,335.4478,244.7415,12931,2.596296,-2.482384,16.35711,0.685446,0
305.8565,252.2746,304.9942,252.3912,315.0809,242.5239,302.8155,250.4016,15176,-0.862329,0.116598,-12.26538,7.877757,0
315.3177,235.1293,317.7795,236.1581,319.3558,233.713,324.7418,231.2064,23101,2.46173,1.028737,5.386062,-2.506608,0
316.5254,239.9159,315.8571,241.9063,318.3228,241.9224,304.3973,244.1156,18409,-0.668339,1.990376,-13.92552,2.193149,0
307.9518,247.651,305.1553,248.5837,320.5683,242.7607,333.7534,241.0953,20548,-2.796479,0.932674,13.18515,-1.665341,0
317.5385,249.0118,316.5674,246.2421,326.0375,241.043,327.2755,240.8843,20922,-0.971123,-2.769755,1.238083,-0.158722,0
314.8627,244.3889,314.6017,244.1737,319.1937,244.9312,321.5145,261.3799,15864,-0.26106,-0.215154,2.320844,16.44869,0
318.8069,248.2901,319.8557,245.9685,320.8483,243.8652,314.5313,247.3082,18003,1.048753,-2.321675,-6.316935,3.442931,0
308.2186,239.3082,308.2808,239.4198,319.8576,234.3825,328.6258,233.2567,20423,0.062233,0.111599,8.768173,-1.125804,0
306.8602,250.8795,309.855,249.3688,314.1494,242.1283,298.9283,248.66,14368,2.994889,-1.510701,-15.22114,6.531713,0
311.4674,246.2787,311.0536,248.0296,312.8589,240.8437,307.6695,246.2621,18798,-0.413863,1.750988,-5.189364,5.418357,0
308.0358,246.5069,308.759,246.9966,319.401,240.0901,332.0352,236.2288,20926,0.723237,0.489725,12.63418,-3.861246,0
314.3348,237.7143,316.9694,236.4859,318.5912,232.516,331.3013,230.1762,14833,2.634544,-1.228388,12.71012,-2.339766,0
319.3934,247.5143,323.1639,248.1033,326.676,237.6085,334.7856,228.8431,21303,3.770555,0.588955,8.109617,-8.765384,0
314.1716,234.7342,316.311,237.2534,319.7087,230.1792,326.8403,228.7387,13630,2.139402,2.519195,7.131538,-1.440498,0
309.293,251.3379,311.1542,250.1434,316.9917,242.751,303.2867,249.1884,15168,1.861182,-1.194563,-13.70502,6.437391,0
307.4984,241.6533,309.7658,238.7297,322.2212,237.1389,338.5727,237.5022,23267,2.2674,-2.923579,16.35148,0.363231,0
320.9742,238.5875,319.4828,236.8607,322.1203,236.7981,322.7321,244.0327,12838,-1.491371,-1.726754,0.611848,7.234605,0
315.8099,246.9567,314.7209,248.1039,322.7397,238.4138,326.3414,229.5881,20103,-1.088983,1.147148,3.60172,-8.82573,0
314.3638,233.447,314.0055,234.938,316.5501,231.466,318.7387,225.7003,13766,-0.35837,1.491005,2.188592,-5.76562,0
306.9846,256.144,305.0759,258.8318,314.619,246.9657,302.4003,254.446,15407,-1.908652,2.687756,-12.21863,7.480276,0
317.2222,237.848,314.7018,240.7907,319.6775,236.1161,324.4476,248.8062,12957,-2.52038,2.942691,4.770064,12.69009,0
314.4087,248.2748,313.0309,248.2297,324.1933,240.4759,338.5207,234.4211,20677,-1.377782,-0.045089,14.32738,-6.054799,0
312.3284,253.8408,309.6242,256.2339,319.9391,244.4935,311.0224,250.479,14220,-2.704193,2.393114,-8.916613,5.985451,0
313.721,240.1872,316.5174,242.227,326.7403,235.7192,344.2558,237.7226,21462,2.796347,2.039872,17.51546,2.003399,0
323.9241,238.6596,322.6227,240.7241,326.9898,233.883,337.1073,233.1648,15229,-1.301486,2.064423,10.11753,-0.718206,0
320.962,242.2193,322.3256,240.0168,322.0938,239.5869,323.2886,241.0268,15674,1.363592,-2.202455,1.194805,1.439932,0
314.0418,245.4448,316.6522,244.8654,316.2932,239.2797,317.5076,240.2528,18367,2.610373,-0.579383,1.214377,0.973086,0
322.6675,242.1136,320.5347,241.0939,324.0461,244.754,311.6462,241.5146,17175,-2.132759,-1.019699,-12.3999,-3.239388,0
315.1109,246.7656,316.8522,244.1597,320.4532,243.363,327.1187,249.0544,16521,1.741238,-2.605893,6.665447,5.691339,0
306.5583,252.1146,304.2247,251.0271,314.053,242.7558,298.3665,251.4299,13895,-2.333645,-1.08749,-15.6865,8.674193,0
318.4251,246.1919,320.0367,244.8413,318.954,244.2728,322.3555,248.8095,17427,1.611582,-1.350584,3.401497,4.536672,0
318.522,250.9715,321.3062,247.549,327.5462,240.7703,343.1163,232.3274,22588,2.784235,-3.422505,15.57006,-8.442859,0
311.3879,252.9957,310.3783,250.8835,317.2592,243.9528,294.6255,251.3727,14241,-1.009586,-2.112187,-22.63374,7.419891,0
314.2502,247.7511,317.862,248.7175,324.4798,239.4692,346.4575,238.264,21698,3.611827,0.966372,21.97773,-1.2052,0
318.252,232.0334,318.9197,234.8092,320.9333,227.0913,324.5247,222.7185,12967,0.667779,2.775746,3.591435,-4.372783,0
319.9757,244.7047,320.8273,242.4527,323.6533,250.1691,315.5463,254.6004,20450,0.851639,-2.251924,-8.107015,4.431315,0
315.4183,243.068,316.4863,242.1788,318.2036,237.4536,319.0379,237.8336,18262,1.068041,-0.889178,0.834259,0.38001,0
310.0591,234.2858,309.4388,233.2754,315.8995,229.0126,322.7725,227.0988,14186,-0.620325,-1.010327,6.872902,-1.913797,0
323.3673,242.5666,322.6055,241.267,327.2178,240.6962,336.3779,244.9695,15820,-0.761746,-1.299596,9.160173,4.273357,0
318.6147,247.9987,320.3935,244.5455,328.5784,241.1269,343.6185,240.1965,21406,1.778748,-3.453206,15.0401,-0.930369,0
322.0579,234.5948,323.9217,237.4707,324.5126,230.9835,328.9182,227.5515,21443,1.8638,2.875943,4.405563,-3.431983,0
318.2213,247.5228,316.2299,247.24,321.4742,244.6262,315.3391,252.832,16769,-1.991349,-0.282795,-6.135065,8.205843,0
304.8988,254.0184,303.3116,256.2416,314.5618,244.3266,296.9757,255.4835,14435,-1.587251,2.223209,-17.58615,11.1569,0
328.4509,243.9056,326.0807,243.0383,329.8704,241.5553,336.0031,244.4868,15457,-2.370243,-0.867327,6.132649,2.93147,0
313.9319,247.105,315.0915,248.7161,318.1428,241.762,322.9462,245.4442,17961,1.159544,1.611118,4.8034,3.682268,0
312.6044,244.9367,310.7198,244.8601,322.5367,238.6411,328.8951,234.6895,22286,-1.884587,-0.076587,6.358496,-3.951705,0
318.5623,240.0277,319.631,241.1714,315.6842,241.849,306.1436,250.8083,10870,1.068744,1.143649,-9.540604,8.959241,0
317.1585,241.3642,319.8009,242.4588,321.0754,241.7568,340.0678,243.937,12789,2.642355,1.094707,18.99241,2.180139,0
324.8197,241.3622,325.4081,240.3729,324.0361,238.0994,326.7751,244.1077,15577,0.588346,-0.989284,2.739057,6.008265,0
321.0042,240.1049,320.5723,242.3286,317.6118,241.6715,303.3068,247.8546,11590,-0.431972,2.223658,-14.30495,6.183072,0
317.3532,248.8784,316.89,247.6383,316.5995,243.6303,309.5453,247.3752,17439,-0.463221,-1.240112,-7.054189,3.744933,0
318.7224,244.4962,320.1992,243.5272,322.3045,240.3108,326.1846,240.6302,22052,1.476847,-0.968916,3.880021,0.31941,0
309.3524,244.6178,308.5399,243.2825,316.5739,239.697,310.3562,238.2885,18788,-0.812595,-1.335259,-6.217704,-1.408473,0
307.5843,253.0097,305.0988,253.0461,316.4092,243.4586,305.0829,250.4262,13503,-2.485523,0.036394,-11.32623,6.967629,0
317.7235,248.7636,318.6309,247.2212,319.9704,242.4216,311.9158,244.395,18035,0.907431,-1.542463,-8.054656,1.973394,0
314.7576,241.3032,315.6656,243.0284,319.0426,241.1416,338.8189,242.4167,12853,0.907952,1.725149,19.77635,1.275136,0
325.4622,243.1983,326.1206,243.5171,327.8682,239.9451,333.5585,245.6989,15359,0.65834,0.318837,5.690268,5.753822,0
315.0331,241.8159,315.6603,241.1758,318.9281,242.065,329.8004,246.2191,15557,0.627274,-0.640035,10.87225,4.154056,0
320.5988,236.4312,322.9083,236.1675,321.9818,235.1401,333.3879,237.2521,17217,2.309538,-0.263726,11.40605,2.111978,0
317.216,241.302,316.0837,242.3529,313.5955,243.5766,299.0284,252.2843,14126,-1.13229,1.0509,-14.56711,8.707734,0
323.2816,241.8344,321.8099,241.3606,324.1713,237.5163,316.8228,240.2219,19791,-1.471769,-0.473761,-7.348441,2.705617,0
319.9604,240.1269,318.249,241.5033,316.7961,242.1664,305.7176,248.9107,10713,-1.711435,1.376363,-11.07843,6.744259,0
318.1131,244.9421,318.8992,246.3019,319.8808,242.8318,322.8438,247.8165,16390,0.786138,1.359756,2.962902,4.98466,0
321.1803,242.925,320.3122,240.9082,323.8501,243.1123,333.8741,241.9381,15763,-0.868171,-2.016815,10.02401,-1.174249,0
319.3197,239.8907,318.1222,242.6413,313.9712,241.4016,293.6046,248.7673,11524,-1.197446,2.750564,-20.36662,7.365674,0
313.6278,247.2925,313.8218,243.8431,323.434,239.2047,333.3366,240.2014,20511,0.194074,-3.449397,9.902622,0.996705,0
304.2136,239.2022,302.5085,237.6637,308.9437,241.4521,294.9798,246.3895,16874,-1.705077,-1.538512,-13.96393,4.937476,0
330.4505,243.7092,327.4604,243.6514,330.7409,241.9817,337.6671,248.0604,15755,-2.990187,-0.057743,6.926192,6.078708,0
317.2748,239.7614,319.9885,242.5441,314.5528,241.8482,302.7603,254.0887,14683,2.713627,2.782693,-11.79251,12.24048,0
314.1747,244.1727,312.8136,241.6311,314.0159,241.7719,317.8568,239.5359,22127,-1.361103,-2.541552,3.840874,-2.235941,0
326.2929,249.7285,327.2734,249.1114,330.5825,246.1516,342.9593,247.6389,23470,0.980535,-0.617161,12.37681,1.487287,0
318.5201,247.8821,318.8614,246.7572,321.8476,241.3611,317.6996,241.6473,17924,0.341336,-1.124876,-4.148017,0.286171,0
311.736,246.1307,313.103,246.6453,314.1908,243.3217,316.1927,243.7605,20839,1.367044,0.514642,2.001877,0.438727,0
324.4179,247.9962,327.1369,245.5469,325.6417,245.428,327.5474,250.0891,15882,2.718952,-2.449282,1.905674,4.661133,0
302.1552,249.8108,300.9038,251.4386,312.3185,240.0308,307.0861,250.3111,14395,-1.251439,1.627815,-5.23248,10.28031,0
311.2089,244.6695,309.6014,245.5388,322.1499,240.0293,331.3254,234.6601,22455,-1.607509,0.8693,9.175485,-5.369163,0
319.2192,239.9741,316.7894,241.4234,313.1749,241.8914,291.0696,251.4799,11865,-2.429741,1.449371,-22.10524,9.588524,0
309.114,249.8555,311.8236,249.1959,314.7724,243.6115,314.0172,247.8493,19489,2.709622,-0.659546,-0.755203,4.237884,0
324.7845,245.7031,326.3704,243.1801,326.3104,243.666,332.5316,247.0157,16520,1.585855,-2.522986,6.221282,3.349719,0
315.8667,241.3098,315.0587,238.8588,308.7393,243.5159,287.0229,246.6784,13359,-0.808031,-2.450917,-21.71643,3.162503,0
301.0664,248.0242,302.0383,248.6724,309.8776,238.8396,294.7082,249.059,14272,0.971922,0.648189,-15.16944,10.21943,0
314.6231,254.9697,315.3674,255.7131,316.136,251.3464,319.7377,247.4349,21135,0.744291,0.743433,3.601756,-3.911493,0
308.1109,243.2518,310.0965,240.9534,312.1926,248.3255,309.5243,252.7128,18227,1.985644,-2.298379,-2.668274,4.387283,0
319.9705,248.4402,321.6183,246.6182,322.8792,244.6072,327.5984,242.6244,19868,1.647798,-1.821967,4.719154,-1.982804,0
311.5809,249.3857,312.6363,251.4565,321.9961,244.9486,329.6062,240.9888,19925,1.055337,2.0708,7.610036,-3.959861,0
312.9208,239.0605,313.099,238.9063,307.3002,241.081,287.4177,248.3675,14392,0.178144,-0.154139,-19.88243,7.286491,0
301.2796,246.4402,302.5369,246.8046,308.1211,237,284.7765,245.7115,15072,1.25729,0.364395,-23.34466,8.711452,0
306.8679,251.6811,305.041,251.6756,309.3419,241.8796,305.9084,253.5016,19236,-1.826938,-0.005527,-3.43342,11.62195,0
309.1108,239.8037,311.9261,242.2207,310.0079,236.7359,307.7005,245.7114,10371,2.81522,2.417046,-2.307434,8.975501,0
319.9398,250.0072,321.7375,249.3602,328.76,242.6571,343.9649,239.6747,20519,1.797752,-0.646966,15.20488,-2.982398,0
303.4455,242.8443,305.8274,242.4693,312.618,239.8739,323.5885,240.5914,16161,2.381923,-0.374976,10.97053,0.717436,0
304.2802,244.5755,306.0186,242.6311,312.7573,235.1313,295.2827,241.6386,14161,1.738384,-1.944391,-17.47462,6.507313,0
315.8338,238.736,318.4422,238.4669,312.9183,240.7095,300.9632,246.5719,15609,2.608404,-0.269106,-11.95506,5.862341,0
309.4373,247.975,309.1032,245.4316,317.1905,239.3222,328.1234,231.0084,21599,-0.334036,-2.543433,10.93297,-8.313811,0
305.9218,241.3809,304.2546,240.272,306.3481,235.5177,296.7418,236.9031,18842,-1.667202,-1.108856,-9.606382,1.385439,0
316.4901,241.75,317.7068,239.0448,314.5201,239.251,325.4967,244.5262,12292,1.216818,-2.705157,10.97652,5.275196,0
305.471,242.9953,307.606,243.39,305.3365,245.7334,279.2771,250.6458,18496,2.134985,0.394678,-26.05941,4.91232,0
314.0806,235.2923,314.4974,235.1755,308.5338,236.8501,286.7931,242.4152,15472,0.41682,-0.116798,-21.74081,5.565066,0
307.1047,254.0781,309.3398,253.6459,314.8668,245.4406,301.67,251.2323,13417,2.235031,-0.432236,-13.19677,5.791771,0
306.5799,244.0834,308.7923,244.6523,315.7753,239.023,305.2743,244.0013,22241,2.212405,0.568897,-10.501,4.978265,0
314.5325,240.0639,316.2547,238.3699,314.0751,237.3797,313.4366,242.5027,11651,1.722136,-1.694028,-0.638502,5.123048,0
305.211,241.9224,308.2082,240.4633,306.856,244.8777,295.8937,247.7487,17858,2.99721,-1.459069,-10.96234,2.870977,0
309.9556,247.7697,312.8171,246.383,312.0547,242.142,307.9507,243.5965,18000,2.861589,-1.386728,-4.104012,1.454442,0
307.9454,242.3607,307.1012,242.5604,316.6922,231.9997,331.734,220.0344,22578,-0.844127,0.199767,15.0418,-11.96527,0
318.0837,239.7762,320.1698,241.4215,314.1358,241.9386,301.5381,253.0996,11014,2.086105,1.645332,-12.59764,11.16104,0
303.597,250.0495,304.8969,249.1262,311.5259,240.4913,297.1681,246.4869,14934,1.299825,-0.923368,-14.35781,5.995664,0
305.3343,241.1362,306.3629,242.0258,308.2926,235.5758,306.7213,238.8012,15406,1.028622,0.889583,-1.571227,3.225431,0
306.5917,241.1801,306.8019,242.1841,314.6443,235.1329,319.9639,230.2671,20349,0.210226,1.004022,5.319546,-4.86573,0
306.7383,243.0781,307.1926,243.2847,307.9922,237.623,298.2485,238.3572,17274,0.454244,0.206556,-9.74368,0.734183,0
306.2326,242.8055,307.1744,242.3229,304.7589,240.8696,301.2772,243.4933,16324,0.941788,-0.482677,-3.481662,2.62377,0
315.6055,240.4874,317.0799,243.1546,312.3667,242.3895,302.0419,251.6897,12282,1.474346,2.667161,-10.32477,9.300264,0
303.5193,248.7395,304.6277,248.9548,310.6197,239.866,285.9186,250.4622,14438,1.108449,0.215251,-24.70107,10.59621,0
307.9719,240.7389,306.6786,241.2395,308.1925,243.4423,288.1587,247.9086,15759,-1.293318,0.500587,-20.03381,4.466321,0
309.4836,247.0069,308.5033,243.7396,319.0012,235.4394,334.9726,218.8639,25154,-0.980268,-3.267377,15.97138,-16.57553,0
305.3896,245.6055,305.9545,247.9406,314.606,241.2425,315.0505,240.8801,20816,0.564878,2.335124,0.444503,-0.362316,0
316.7213,239.0363,318.8613,240.6342,312.3989,241.0694,299.555,248.0529,14261,2.140009,1.59795,-12.84391,6.98348,0
314.304,249.3919,313.2986,248.2684,317.7859,245.9674,319.9388,252.9216,14800,-1.005426,-1.123442,2.152923,6.954182,0
303.7298,250.9209,305.8282,251.0577,312.5864,241.0146,297.5296,251.4418,13661,2.098437,0.136847,-15.05682,10.42723,0
312.2587,245.6158,313.3915,245.1366,312.5393,239.8837,306.2689,238.7811,18434,1.132854,-0.479238,-6.270384,-1.102635,0
308.1732,243.5166,306.0163,242.9746,308.4034,245.6536,294.7057,246.9135,16735,-2.156872,-0.542009,-13.69771,1.259903,0
312.9307,243.7814,314.4143,241.2513,315.321,240.1996,320.7426,243.931,18008,1.483554,-2.53013,5.421533,3.731482,1
315.5195,240.9275,316.0792,242.1425,311.3217,242.923,296.4991,251.4763,16403,0.559666,1.215013,-14.82269,8.553289,0
311.7104,244.919,313.2495,242.4297,319.8616,238.2715,324.9712,240.6723,21757,1.539055,-2.48922,5.109572,2.400832,0
312.3042,239.368,313.0567,241.3194,311.2929,236.8831,308.2987,245.6869,15862,0.752446,1.951425,-2.994179,8.803714,0
302.6528,248.4705,304.9535,246.106,304.3246,243.1705,297.6029,248.1967,17427,2.300704,-2.364488,-6.721723,5.026219,0
303.3426,237.4558,301.6451,238.234,305.2522,240.2104,291.7913,245.2934,16203,-1.69743,0.778175,-13.46092,5.083016,0
305.6613,250.8373,307.5724,250.5934,312.0665,241.5762,290.2493,247.7543,14655,1.911123,-0.243983,-21.81721,6.178125,0
315.8056,242.7471,318.4276,242.707,313.8248,244.7838,305.8268,253.2997,13923,2.621997,-0.040005,-7.997957,8.515936,0
312.8205,243.8984,312.3272,243.4054,314.6506,242.1702,321.2567,247.344,15542,-0.493294,-0.493019,6.606125,5.173798,0
309.7195,243.7936,309.546,244.0927,308.5324,247.2567,287.8152,254.2296,12516,-0.173564,0.299077,-20.71721,6.972842,0
304.7435,247.3608,306.8753,245.9075,312.03,238.2838,290.722,243.2171,14779,2.131821,-1.453258,-21.30801,4.933304,0
318.5679,237.5978,320.2681,238.3724,313.0074,240.1258,294.4903,248.9142,14796,1.7002,0.774632,-18.51715,8.788382,0
302.4911,242.3728,300.441,242.7547,306.6102,233.4067,303.4399,229.8949,17869,-2.050075,0.38191,-3.170306,-3.51184,0
310.1704,247.9631,306.6296,244.1521,317.9177,240.7148,327.6253,232.6299,21375,-3.540762,-3.811067,9.707556,-8.084822,0
309.5533,243.6481,309.0309,241.7368,318.6484,238.8654,317.6345,233.5377,19908,-0.522399,-1.911354,-1.013954,-5.327722,0
313.3803,247.0733,311.614,245.2559,314.18,245.1659,316.0153,249.3384,16233,-1.766277,-1.81738,1.835322,4.172467,0
308.6846,241.4093,310.36,241.6006,306.8163,244.2942,285.9589,248.772,17776,1.675391,0.191319,-20.85732,4.477824,0
303.9306,254.0189,306.7189,253.5445,312.5714,244.1029,297.7216,249.8387,14671,2.78833,-0.474361,-14.84983,5.735759,0
308.1995,245.6505,310.1989,244.5781,310.3235,239.5057,304.1541,240.37,18796,1.999408,-1.072377,-6.169374,0.86426,0
310.1165,244.7776,313.6914,248.2386,318.4816,234.5476,336.4524,231.0667,22776,3.57492,3.460955,17.9708,-3.480882,0
305.5086,246.4197,303.2278,249.1058,314.7826,241.4255,320.749,237.2352,21411,-2.280745,2.686156,5.966327,-4.190326,0
310.0175,251.2999,310.5158,251.8698,319.1772,242.9076,338.9467,241.5607,21167,0.498239,0.56988,19.76951,-1.346953,0
311.1811,242.5526,313.9876,240.4065,313.1396,236.9899,320.4508,237.1977,17752,2.806515,-2.146072,7.311167,0.207836,0
306.2638,239.45,307.7247,240.8699,303.5465,241.9218,275.4391,244.3529,17016,1.460871,1.419897,-28.10749,2.43113,0
309.0181,246.1003,308.2624,248.7134,314.1607,241.3341,322.9772,242.4577,21990,-0.755679,2.613174,8.816554,1.12361,0
305.2624,250.2364,302.8495,248.2769,310.8792,241.931,286.8744,251.0391,15331,-2.412889,-1.959495,-24.00481,9.108066,0
307.2104,245.7396,306.9704,245.8369,309.9479,242.3236,305.7439,244.5751,17230,-0.240082,0.097352,-4.204043,2.251546,0
310.84,244.1791,312.0153,242.7841,312.2969,241.567,317.5949,246.2772,15980,1.175294,-1.394914,5.298052,4.710108,0
316.4806,241.0003,319.4568,242.4874,312.7625,243.8875,303.2041,252.3935,11541,2.976253,1.487164,-9.558369,8.505993,0
312.2192,250.6743,313.4956,251.7127,321.3161,242.6203,332.6692,244.3896,19668,1.276336,1.038387,11.35305,1.769354,0
317.5071,243.7547,315.1903,241.2292,317.4403,241.7237,320.1594,239.5868,20387,-2.316782,-2.525456,2.719033,-2.1369,0
317.8658,248.1065,317.7496,247.2841,316.7717,245.623,314.3073,249.8605,17730,-0.116195,-0.822347,-2.464388,4.237496,0
307.4417,248.8772,305.8108,251.1248,313.5723,240.1507,291.3784,251.0498,14391,-1.630924,2.247592,-22.19397,10.89904,0
312.5311,249.6385,314.696,246.7658,314.6623,246.7656,320.5838,243.8083,21062,2.16485,-2.872694,5.921542,-2.957246,0
305.3109,247.3948,306.4797,245.3896,314.7482,237.7279,298.0958,247.2694,13250,1.168818,-2.00514,-16.65243,9.541489,0
305.4503,238.9779,307.6903,238.4971,303.0581,243.1408,284.0377,251.0838,16514,2.240014,-0.480804,-19.0204,7.943044,0
313.354,243.4751,314.6561,242.0587,314.3103,241.465,319.0768,247.2651,15321,1.302106,-1.41638,4.766499,5.800029,0
316.2173,240.3699,316.8054,243.0601,311.1972,242.6268,291.1876,252.9931,13953,0.588081,2.690212,-20.00957,10.36633,0
301.8506,240.9534,300.6083,238.9244,310.409,236.0939,297.6923,231.3813,21035,-1.242256,-2.029042,-12.71667,-4.712576,0
315.5279,234.1662,315.925,235.9433,310.4867,236.2524,291.3383,247.4284,14391,0.397053,1.777122,-19.14847,11.17602,0
303.4823,252.1539,302.5156,252.344,311.67,242.8507,299.1769,254.2288,15239,-0.966762,0.190047,-12.49307,11.37807,0
313.407,244.0397,313.7856,241.2399,312.0719,241.9712,311.4672,245.917,14959,0.378688,-2.799799,-0.604732,3.94575,0
313.4441,246.3396,315.4886,243.5878,321.1799,237.3892,334.1122,233.4857,19603,2.044473,-2.751847,12.93227,-3.90347,0
306.0232,243.7906,304.4131,243.9959,317.0324,238.0943,323.925,233.4946,21307,-1.610023,0.205331,6.89255,-4.599637,0
